time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0
2020-02-28,1,0,1,0,0,0
2020-02-29,1,0,1,0,0,0
2020-03-01,3,2,3,0,0,0
2020-03-02,9,6,9,0,0,0
2020-03-03,14,5,13,0,0,1
2020-03-04,26,12,25,0,0,0
2020-03-05,37,11,36,0,0,0
2020-03-06,45,8,44,0,0,0
2020-03-07,50,5,49,0,0,0
2020-03-08,58,8,57,0,0,0
2020-03-09,65,7,64,0,0,0
2020-03-10,81,16,80,0,0,0
2020-03-11,85,4,84,0,0,0
2020-03-12,117,32,116,0,0,0
2020-03-13,134,17,133,0,0,0
2020-03-14,161,27,160,0,0,0
2020-03-15,180,19,179,0,0,0
2020-03-16,199,19,198,0,0,0
2020-03-17,247,48,242,0,0,4
2020-03-18,250,3,245,0,0,0
2020-03-19,330,80,325,0,0,0
2020-03-20,409,79,404,0,0,0
2020-03-21,473,64,467,1,1,0
2020-03-22,568,95,562,1,0,0
2020-03-23,588,20,575,1,0,7
2020-03-24,648,60,634,2,1,0
2020-03-25,737,89,723,2,0,0
2020-03-26,802,65,788,2,0,0
2020-03-27,890,88,854,2,0,22
2020-03-28,963,73,917,2,0,10
2020-03-29,1020,57,961,2,0,13
2020-03-30,1086,66,1009,2,0,18
2020-03-31,1135,49,1040,2,0,18
2020-04-01,1220,85,1087,2,0,38
2020-04-02,1319,99,1151,4,2,33
2020-04-03,1364,45,1154,4,0,42
2020-04-04,1417,53,1185,4,0,22
2020-04-05,1486,69,1170,4,0,84
2020-04-06,1562,76,1216,6,2,28
2020-04-07,1586,24,1212,6,0,28
2020-04-08,1616,30,1144,6,0,98
2020-04-09,1648,32,1104,6,0,72
2020-04-10,1675,27,1077,7,1,53
2020-04-11,1689,14,1029,8,1,61
2020-04-12,1701,12,952,8,0,89
2020-04-13,1711,10,915,8,0,47
2020-04-14,1720,9,881,8,0,43
2020-04-15,1727,7,833,8,0,55
2020-04-16,1739,12,757,8,0,88
2020-04-17,1754,15,705,9,1,66
2020-04-18,1760,6,632,9,0,79
2020-04-19,1771,11,577,9,0,66
2020-04-20,1773,2,578,10,1,0
2020-04-21,1778,5,512,10,0,71
2020-04-22,1785,7,464,10,0,55
2020-04-23,1789,4,423,10,0,45
2020-04-24,1789,0,376,10,0,47
2020-04-25,1790,1,344,10,0,33
2020-04-26,1792,2,318,10,0,28
2020-04-27,1792,0,280,10,0,38
2020-04-28,1795,3,267,10,0,16
2020-04-29,1797,2,257,10,0,12
2020-04-30,1797,0,237,10,0,20
2020-05-01,1798,1,224,10,0,14
2020-05-02,1798,0,205,10,0,19
2020-05-03,1799,1,189,10,0,17
2020-05-04,1799,0,178,10,0,11
2020-05-05,1799,0,172,10,0,6
2020-05-06,1799,0,162,10,0,10
2020-05-07,1801,2,147,10,0,17
2020-05-08,1801,0,142,10,0,5
2020-05-09,1801,0,132,10,0,10
2020-05-10,1801,0,124,10,0,8
2020-05-11,1801,0,124,10,0,0
2020-05-12,1801,0,124,10,0,0
2020-05-13,1802,1,122,10,0,3
2020-05-14,1802,0,118,10,0,4
2020-05-15,1802,0,118,10,0,0
2020-05-16,1802,0,116,10,0,2
2020-05-17,1802,0,112,10,0,4
2020-05-18,1802,0,112,10,0,0
2020-05-19,1802,0,112,10,0,0
2020-05-20,1803,1,110,10,0,3
2020-05-21,1803,0,110,10,0,0
2020-05-22,1803,0,109,10,0,1
2020-05-23,1804,1,109,10,0,1
2020-05-24,1804,0,109,10,0,0
2020-05-25,1804,0,109,10,0,0
2020-05-26,1804,0,109,10,0,0
2020-05-27,1805,1,109,10,0,1
2020-05-28,1805,0,109,10,0,0
2020-05-29,1805,0,109,10,0,0
2020-05-30,1806,1,108,10,0,2
2020-05-31,1806,0,108,10,0,0
2020-06-01,1806,0,108,10,0,0
2020-06-02,1806,0,108,10,0,0
2020-06-03,1806,0,108,10,0,0
2020-06-04,1806,0,108,10,0,0
2020-06-05,1806,0,108,10,0,0
2020-06-06,1806,0,108,10,0,0
2020-06-07,1807,1,109,10,0,0
2020-06-08,1807,0,109,10,0,0
2020-06-09,1807,0,109,10,0,0
2020-06-10,1807,0,109,10,0,0
2020-06-11,1807,0,109,10,0,0
2020-06-12,1807,0,109,10,0,0
2020-06-13,1808,1,110,10,0,0
2020-06-14,1810,2,112,10,0,0
2020-06-15,1811,1,111,10,0,2
2020-06-16,1812,1,112,10,0,0
2020-06-17,1812,0,112,10,0,0
2020-06-18,1814,2,113,10,0,1
2020-06-19,1815,1,110,10,0,4
